vid,channelId,title,channelTitle,categoryId,tags,cc_segment
aNEvx3RZWBQ,UCCjG8NtOig0USdrT5D1FpxQ,Wildfires continue to rage across both coasts | NewsNation Live,NewsNation,25.0,"['wildfire', 'California', 'New Jersey', 'WatchNewsNationLive', 'california wildfires']","news news nation . no one has been close to news nation because of ddhq news nation . wildfires continue to rage on both coasts of the u.s. including a blaze on the new york , new jersey line that killed an 18 year-old parks employee dario vasquez died saturday after a tree fell on him while he was fighting that brush fire crews in southern california are also still fighting the mountain fire . thousands of people in ventura county forced to leave their homes . the fire 's about 32 square miles in size 31 % contained newsnation chief meorologist max of paris is with us now . both of these jersey . yeah . it 's going to continue expanding today even though we got a little rain relief last night . certainly not enough to put a dent into that expanding so here 's the current situation with that fire continuing to grow new . nearly 2500 acres have burned on the jersey . new york line there . and this is going to continue drifting to the northeast as you can those winds coming out of the southwest cause yet to be determined only 10 % contained firefighters , of course , need to make a little more headway before . we 'll see that get a little more contained and hopefully that will happen today . but notice is just 40 miles outside of new york city over the weekend . air quality impacts across the tri-state region . and of course visible smoky smell that again washed away with this incoming only brought around a quarter of an inch or less to the area . but still significant considering how dry it has been . this is northeast has seen in 42 days . in fact , it 's the driest streak in new york city 's history and that just shows how serious of a situation this has been plus , it 's the fall . we 've dropped a lot of our leaves any of those fires like out of control can use that as fuel as those continue expanding the drought monitor showing this is jerseys . worst drought in nearly a quarter of a century . yes , 22 years ago . that 's when we also are in that extreme drought category where you see that red on the south side of the state . but there some good news in the potential of a little bit of rain trying to move through . as we look at the long-term outlook . this is for next week showing an increasing chance for above average rain totals , not just farther east but for much of the central united states as well . even out west we 're continue to see those fires expand across california . they should enter into a bit of a wetter stretch next week . of course , still a ways out . and that means the ventura fire . this is the mountain fire that marty was mentioning continues . growing 31 % contained . that is an increase through the weekend as those winds have slacked off . but notice the winds will research as we get through the day , only around 5 miles per hour for now . but as we get towards the afternoon hours . look , those winds out of the north , gusting up to 15 to 25 miles per hour . so that 's certainly going to hinder progress as though firefighters continue to try to make some headway and those"
qqR35G6J5Rc,UC8p1vwvWtl6T73JiExfWs1g,"Francine set to hit Louisiana as hurricane, Harris and Trump face off, more | The Daily Report",CBS News,25.0,"['cbs news', 'news', 'live news', 'livestream', 'breaking news', 'israel', 'Donald Trump', 'Republicans', 'politics', '2024 presidential election', 'Russia', 'Ukraine', 'Trump', 'Israel', 'Hamas', 'ukraine', 'Immigration', 'Kamala Harris', 'Netanyahu', 'Iran', 'Hezbollah', 'Tim Walz', 'presidential debate', 'russia-ukraine war', 'Putin', 'school shooting', 'georgia', 'hunter biden', 'california', 'wildfires', 'iphone', 'tech', 'donald trump', 'kamala harris', 'debate', '2024']",in philadelphia just a few blocks away from the historic independence hall where the founding fathers debated the united states constitution and of course the declaration of independence vice president harris has already toured the debate site she 's also spent the last week holding mock debates with her team in pittsburgh meanwhile former president trump is expected to land in philadelphia this hour we 're told his team has held informal sessions going over policy positions tonight 's debate will last 90 minutes minutes with two commercial breaks there will be no live audience and no opening statements candidates will have two minutes to answer questions two minutes for rebuttal and one additional minute for any follow-ups microphones will stay muted while the other candidate is speaking unless of course there is a significant cross talk i want to bring in john dickerson you know him well he is normally in this chair but has been busy getting ready for our special coverage here tonight on cbs so john let 's get straight to it how much will this debate matter in terms of moving the needle 56 days to the election a lot of eyes on what happens tonight well you 'd be crazy after the first presidential debate to say it might not mean anything right the the most significant presidential debate ever was the first one and joe biden 's candidacy disappeared because of it but political science and history tells us pretty much that in a closely divided nation where everybody 's very partisan the debates actually do n't move things very much but this is now my second but in this response k harris is not a super well-known candidate usually by the time candidates get to the debates in in october they 're wellknown and that 's why it does n't change the race much so for vice president harris it 's an opportunity to cement some impressions for people and maybe um unwind some misimpressions and so that 's what makes it perhaps a a debate that could affect the race a little bit more than we 'd traditionally expect what does each candidate have to do to keep the supporters and then hopefully attract more voters we know that uh vice president kamla harris this is only her first time on this stage you know running for president in a debate while former president donald trump this will be his seventh yeah let 's start with former president trump his supporters are so locked in the enthusiasm is high they 're locked in he 's done a series of things over the course of his career in life to test their allegiance and it turned out it was true when he said he could shoot somebody in fifth avenue and not lose support he 's not going to lose any of his supporters by almost anything he does now the question is how committed is he to trying to pick up some of those supporters who left him in 2020 republicans who do n't like him who voted for nikki haley who are n't who are going to sit out are they even available and will he bother going for them by trying to act presidential he has tried that many many many many many times in his history and he 's never really done it so that 's the question really for him uh tonight for vice president harris she has two challenges one is what i talked about earlier people do n't have a strong impression of her or they have a light impression and they want to lock it in so she basically needs to do more work on her own persona as a command somebody where the audience can imagine her sitting in the oval office that 's her big task and the other is just dealing with the chaos created on a debate stage by donald trump which mostly means not taking the bait i wonder sometimes how many people are quietly going to support vice president kamla harris the way that they quietly supported donald trump but maybe were n't is boisterous about it um you you hear so much talk about you know the fiery person who gave it to you straight now sounds like they just go on this long tangent and it 's and it 's been a turnoff to some voters who did vote for him in the last the last time that he won right so what you 're talking about is kind of either the quiet harris voter or the quiet non-trump voter right but the problem is there are also quiet trump voters people who u may not want to admit it in public because their friend does
pr7z_mC6iD0,UC8p1vwvWtl6T73JiExfWs1g,"At least 340 rescued after Hurricane Milton, Florida Gov. Ron DeSantis says",CBS News,25.0,"['Florida', 'Ron DeSantis', 'Hurricane', 'Storm Damage', 'Severe Weather', 'Power Outages', 'hurricane milton', 'recovery efforts', 'CBS News', 'U.S.']","> > we looked at some of the damage for the tornadoes . unfortunately they had a number of fatalities in st. lucie county because of the tornadoes and these things are really tough . which is standard with these hurricanes but you saw the tornadoes and they did do significant damage , even all the way over to the east coast of florida . we did a driving tour of siesta key . i was able to see some of the damage out there . also saw what appeared to be some of the leftover debris from helene that was , you know , out in the street or whatnot , so we got a sense of what is going on there . and here , we are here looking . there is damage behind me with some of these . honestly for the mobile home stuff , i thought there would be more . some of these mobile homes -- they done a lot better in florida in recent years . there were definitely some roofs that were bad but there were others that did really well . another thing i can say bye doing our tour with siesta key , i mean , our buildings that were built in the last 20 to 30 years , they did very well . there was obviously damage to the trees , some structures were damaged but you have some of those newer homes that have been built with or updated building code and they seemed to fare very well . we will see as the damage assessments come in and the reports . at the state level we are continuing search and rescue operations as of this afternoon at least 340 individuals and 49 pets have been rescued . florida national guard , florida law enforcement and urban search and rescue teams are continuing to work throughout the day . we 've got a lot of rescue craft operational , hundreds of rescuers engaged and missions in 26 counties and conduction with the local law enforcement and fire and other first responders . i know a lot of sheriffs are doing good work . you know , this storm came in the way it did , the dirty side of the storm was sarasota , charlotte area , and the northern side of this storm , it actually started storm surge in the tampa bay and sucked it out but the northern side of this storm had a lot of precipitation . they were getting water dumped on them whereas helene created a lot of storm surge in that part of the state , this one did n't do that there but it created like inland flooding . you can see that in pinellas county and hillsboro county . you 've got a lot of water in the northern and the center part of the state . we will continue to respond as appropriate . power . as of the 3:00 p.m. update , we 've got 3.2 million that are without power . 3.2 million accounts throughout the state of florida . since this storm hit , 880,000 have been restored so we basically had a storm that has had over 4 million power outages and i think that is probably similar to what we saw with hurricane irma and hurricane ian and i know on this one we had 50,000 linemen . we had probably 40 some thousand for ian . i do n't think they did for hurricane irma but we 've got 50,000 linemen hard at work and i know this area is fpl and they are planning a big push so we feel confident those folks are working very hard and you will see good stuff here in the ensuing time period . sarasota county , where we are now , is 66 % out as we speak . prior to landfall in sarasota we staged thousands of sandbags , water vehicles , high water vehicles for search and rescue , 12 emergency phones for urban search and rescue teams , and swift water teams . now we are continuing to help with 25 additional generators , swamp buggies , search and rescue boats , mobile command vehicles , four ambulance strike teams , 4000 gallons of diesel , 4000 gallons of regular unleaded , five helicopters , additional pumps and additional supplies , like tarps , fans , and humidifiers . cut and toss began at first light by the florida department of transportation . we have 328 crews active in the field , over 350 pieces of heavy equipment , hundreds of bridge inspectors dispatched immediately , and over 600 bridges have already been inspected . as i said in my executive"
iLOLoartw8w,UC8p1vwvWtl6T73JiExfWs1g,Florida officials give update on Hurricane Milton preparations in Tampa,CBS News,25.0,"['cbs news', 'news', 'live news', 'livestream', 'breaking news', 'tampa', 'hurricane milton', 'milton', 'helene', 'preparations', 'florida']","storm surge or the wind will knock down trees power lines everything else that will affect different services but we will be sure to keep you informed in a timely manner and to that end if you have n't already please text tampa ready to 888777 you 'll get real time updates with factual information hate to break it to you but a lot of what you see on social media is not factual stick with the facts for those alerts in spanish text 888777 to tamp or tampa lista to 888777 so now this will be a first in a um press conference dealing with a hurricane but the next speaker up and the most important person of the hour and an individual who has been doing an amazing job as a director of our solid waste larry washington all right well thank you mayor i truly appreciate the kind words um first and foremost thank you city tampa for your patience um there 's a lot of debris out there whether it 's household debris or is vegetative debris there 's a lot of debris there and it 's been a full press or full court press on debris cleanup and that 's not just the solways department that 's citywide we have contractors in place right now and we 're currently still currently collecting debris our primary focus is the household debris so if you have vegetative debris please try to store it in some type of garage bring it into some type of shelter so then we can try to weather out hurricane milon since september 29th we have been actively collecting debris now currently we have collected 26,000 cubic yards of debris and we store these at our debris management sites we have one in south tampa and we have one over next to the port as well so for those of you that have the ability to bring your bring your debris to the transfer station please do so um i was there this morning and we only had a line of four or five people so with all those households with debris curbside if you have the ability bring it on to us but if you do n't then we 're still trying to collect your debris so roughly as of now we received roughly 500 ready individuals bringing their waste to our transfer stations so that 's 500 people that have been active proactive with bringing their waist over now that equates roughly 400,000 lbs of debris from our residents alone so great job there um in addition if you are trying to utilize our transfer station we 've heard your uh concerns about the process so if you have an id a city temple id you receive some type of solid waste service please come to the front to our scale house and we will process you we are no longer requiring any water bill or a bill of that nature um in addition so we are are still actively collecting garbage and recycling yesterday we we ran routes and today we will run routes until we are complete after that we go into emergency response mode now please stay patient with us while we continue to collect we 're going to end collection for debris at 700 a.m. so that 's 7 : a.m. wednesday morning we do n't want to sacrifice service over safety so we have to end it there but thank you again mayor we are trying to actively collect all the debris that 's curbside but if we do not get to you we will definitely respond after hurricane milon so thank you again thank you larry and as he said all hands on deck it was n't just the solid waste we have parks and recreation we have mobility we have water wastewater a lot of private entities uh that we did emergency contracts with so you know doing everything that we can i believe it takes three weeks to a month to clean up after one of these storms such as helen and uh they 've done the vast majority of it in a week and so uh they 've really done a great job next we have our fire chief barbara trip thank you mayor first of all we just want to thank the community thank you um for listening to the local officials when it comes to evacuation want to thank everyone who has take heed to dis evacuation policy we want everyone to be safe out there and want to continue to follow the news and get contined updates through our social media as well as the different information that 's been given to you we can not stress enough when"
icQA7mVuDZc,UC8p1vwvWtl6T73JiExfWs1g,"One year since October 7, 2023, attacks, Hurricane Milton warnings, more | CBS News 24/7",CBS News,25.0,"['news', 'israel', 'hamas', 'gaza', 'palestine', 'supreme court']","i 'm chris lipay in tel aviv and i 'm errol barnett here in new york today marks one year since the deadliest massacre in israel 's history when hamas launched a surprise attack killing 1,200 people taking more than 250 hostage around 100 of those hostages remain in kamas captivity right now and their families are n't backing down they continue to demand their loved ones be released and around the world this somber day is being marked with many memorial events as well as pro palestinian and pro-israeli protests and rallies we have a special show for you today as we cover events in israel and all around the world remembering the lives lost and those taken hostage on october 7th and marking the start of the israel hamas war i want to send it back to our chris liv in yakan park in tel aviv it 's a sobering day chris that 's right ariol as you said i 'm here in yaron park in tel aviv where we 're remembering that horrific day one year ago you can see this massive stage they 've set up behind me and you can also hear some of the sound tests that they 're performing getting ready for a big event they 're going to have later on today where we 're going to hear from some survivors we 're going to hear from family members uh we 're going to hear from victims of those who were killed on on that day uh you might be able to make out some of the vehicles behind me on the stage as well those were recovered from the nova music festival where hundreds of people were gunned down by hamas gunman now something very poignant to point out about this event where i am right now is that it was organized by the families and not by the government and that was very very specific the families and volunteers wanted to draw a distinction between the government that many of them blame for allowing the events those horrific events of october 7 to have happened in the first place remember this was on the watch of prime minister benjamin netanyahu and they they blame him for this massive this historic security breach this intelligence breach and by by their lights a massive leadership breach as well but we start with a look back at that fateful morning on october 7th and the terrible events that unfolded in its wake our elizabeth palmer reports good morning this is kibuts ber about 3 miles from gaza and reminders of the massacre are everywhere like the burned out house you can see behind me it 's where hamas murdered yuval haran 's father and kidnapped his mother and six other members of the family it 's just one of the traumatic stories that israelis are reliving today a year after the october 7th attack the attack began with hamas terrorists shooting their way out of gaza past israeli border security to launch a pitiless attack on young people attending a music festival it was chaos a killing spree and mass kidnapping there and on nearby kibuts where 101 people were murdered some burned alive in their homes and even babies abducted is 's response was immediate it bombed gaza then sent in ground forces the mission to destroy hamas and rescue the hostages a year later neither has been accomplished 97 hostages taken on october 7th are presumed still to be in gaza along with 2 million palestinians trapped in a sliver of land the israeli military bombs every day the target they say is hamas the collateral damage can be anyone else no matter how small as for the physical destruction on a recent visit to southern gaza with the military we saw nothing but ruins recent polling data shows a slim majority of israelis want the war in gaza to end in a deal to bring the hostages home easier said than done hamas leader yaya senoir in hiding is stalling on a deal and vowing to fight on we will win and millions of israelis believe prime minister benjamin netanyahu and his ultra right allies are stalling too we see that our government are full of excuse my language and they do nothing our prime minister is a liar over the past month israel 's government has led the country into a bigger riskier war most of the hostages families fear that could mean a death sentence for their loved ones as one speaker said at a memorial we attended this morning we all know this war has to end in a deal it 's just a question of how many lives will be lost in the meantime elizabeth palmer"
uFbpIrledMo,UCCjG8NtOig0USdrT5D1FpxQ,Hurricane relief misinformation ‘a crying damn shame’: Gen. Russel Honoré | Dan Abrams Live,NewsNation,25.0,"['hurricane helen', 'hurricane milton', 'fema', 'Russel Honoré', 'misinformation', 'WatchDanAbramsLive', 'DanAbramsLive']","what 's happening on the ground . but i am just concerned of to keep the faith ? he was the commander of joint to ask general russel honore , task force katrina , for coordinating where he was responsible for hurricane katrina , military relief efforts worked very closely with fema . for coming on . thank you very much appreciate it . what do you think fema can do faith in what they 're doing ? to try to enhance people 's and they will put communities , in towns teams down inside and in at the county level distribution side and at some of the with people . when it will go face to face what this gentleman does . and i hope that 's to go sit and talk with him it gives it a opportunity and they 'll lay it out for him . they are people just like him . all political backgrounds ey come from have his family cell phone if he does n't have insurance , to rebld this home said you did n't have the money get back into a place to live . and fema is the way to help him and meet with the fema people , and i hope he go give them a shot . and this is where credit is due . well , thom tillis from north carolina republican senator for fema to meet with survivors . has posted a schedule today for fema he gave them specific times from 6 a.m. to 8 p.m. with survivors . to meet face to face or locations he goes on to list addresses door to door . where they 'll be going it sounds like that 's exactly suggesting they need to do . what you 're will try to encourage him to go . that 's why i that senator did a great job where to go for help , in exposing and telling people if he remains the boomer , because sometime if you are not on the internet you 're not that agile in-person capacity at some time . but that 's why they have these that the interneis not working you live in an area or you do n't have electricity . by fema is away from people . so these boots on the ground he can get his father in law and now i hope to have someone take him over , with the team of people just sit and talk if he deserves to help it . and see how they can help him but it sounds like some very negative information he 's been influenced by going to do something to him . that fema 's let me today play this is secretary mayorkas rumors and this inrmation . talking about some of these let 's listen . that federal employees there is false information will actually take their land . who are there to help people is people reticent , reluctant and what we have seen to which they are entitled to access the release because of the fear and which will help them has instilled in them . that that false information in relief efforts you 've obviously been involved in conjunction with fema . like this ? you ever seen anything that started in katrina , well , then we did have rumors the levees and the poor people , rumors like they are blowing to saving the rich part . part of new orleans and that thing went on for about 3 hours myself and others , until we got on television , we 're not blowing the levees . and said , hell no , the levees are not being blown . because that was an old story blow some levees in mississippi . from 1927 flood when they did the other thing we dealt with is in new orleans , the snipers on the city streets by a police officer and that was started the sniper as well . who started that rumor , we had to immediately go out . and again , the survivors , the people in new orleans , but the rest of the country did . they did n't hear his message , the country needed to know and the nation , in new orleans . there were no snipers had to repeat it for 24 hours and we put that message out and because , you know , a lie or go get out of the gate . yep . round the world before the truth but they believe . that they believe . humans have always a problem , and that 's the problem . right . that 's the key mayorkas is going out there and"
IFawG8JOfWk,UCeY0bbntWzzVIaj2z3QigXg,Schools reopen in North Carolina amid Hurricane Helene devastation,NBC News,25.0,"['Health', 'International News', 'Lester Holt', 'Making A Difference', 'NBC Nightly News', 'National News', 'News', 'Nightly News', 'U.S. News', 'breaking news', 'evening news', 'politics', 'world news']","north carolina , schools are just now re-opening . schools are just now re-opening . let 's get more from re-opening . let 's get more from kathy park . let 's get more from kathy park . > > reporter : after kathy park . > > reporter : after weeks away from school > > reporter : after weeks away from school today thousands in weeks away from school today thousands in western north carolina today thousands in western north carolina students returned to western north carolina students returned to the classroom . students returned to the classroom . the first time since the classroom . the first time since helene ripped through the first time since helene ripped through the region . helene ripped through the region . > > a lot of people was the region . > > a lot of people was real happy . > > a lot of people was real happy . they were crying from real happy . they were crying from happy tears because they were crying from happy tears because they got to see their happy tears because they got to see their friends after like a they got to see their friends after like a month . friends after like a month . > > reporter : power , month . > > reporter : power , internet and > > reporter : power , internet and nonpotable water were internet and nonpotable water were back up and running at nonpotable water were back up and running at all 45 schools in one back up and running at all 45 schools in one of the largest all 45 schools in one of the largest districts of more than of the largest districts of more than 25,000 students and districts of more than 25,000 students and staff . 25,000 students and staff . > > when we knew they staff . > > when we knew they were safe we could > > when we knew they were safe we could start doing the work . were safe we could start doing the work . what do they need ? start doing the work . what do they need ? administrators what do they need ? administrators prioritized getting administrators prioritized getting them to school safely prioritized getting them to school safely creating new bus them to school safely creating new bus routes after bridges creating new bus routes after bridges and roads washed away routes after bridges and roads washed away and found parents like and roads washed away and found parents like jamie dropping off his and found parents like jamie dropping off his ninth grader . jamie dropping off his ninth grader . > > i 'm glad the kids ninth grader . > > i 'm glad the kids can get back to some > > i 'm glad the kids can get back to some normalcy and hopefully can get back to some normalcy and hopefully do n't experience too normalcy and hopefully do n't experience too much trauma . do n't experience too much trauma . > > reporter : making much trauma . > > reporter : making sure mental health > > reporter : making sure mental health needs are met , sure mental health needs are met , superintendent dr. rob needs are met , superintendent dr. rob jackson says hundreds superintendent dr. rob jackson says hundreds of counselors and jackson says hundreds of counselors and social workers of counselors and social workers traveled in from social workers traveled in from across the state to traveled in from across the state to help with the across the state to help with the transition . help with the transition . > > the biggest focus transition . > > the biggest focus for our school system > > the biggest focus for our school system is grace because we for our school system is grace because we still have students is grace because we still have students who do not have power , still have students who do not have power , do not have water . who do not have power , do not have water . we have students do not have water . we have students without internet we have students without internet access at home . without internet access at home . > > the healing coming access at home . > > the healing coming in all form , even > > the healing coming in all form , even outside the classroom . in all form , even outside the classroom . ♪ outside the classroom . ♪ > > reporter : ♪ > > reporter : re-engaging and > > reporter : re-engaging"
DkbNsSuA3kk,UC8p1vwvWtl6T73JiExfWs1g,Family with baby and dogs rescued from Helene flooding #shorts,CBS News,25.0,[],italian chief actually just got out out of his car and gave me two thumbs up with a big smile on his face he said the family as you 're seeing live on television right now has been rescued it 's a family of three and multiple pets they are bringing them in right now this is after uh being out here for at least an hour they 've been working all hands on deck to get this family uh back home safely and so many family members as well as neighbors have been standing uh alongside uh the fire department just wishing and hoping that this family could make it safely and again they are being rescue they are now safe in the street now u they just again a family it looks like a a dog um a couple dogs and a family of three are now safe after being stranded on top of their car um we 're still working to get more information about how all of this started but again good news for this fire department for the family for this neighborhood
avBIXM1cWRM,UC8p1vwvWtl6T73JiExfWs1g,Severe weather threatens already-busy Thanksgiving travel home,CBS News,25.0,"['Travel', '""Severe Weather""', 'Clips', 'U.S.']","tonight millions of americans are getting a blast of arctic air as bone chilling temperatures settle in across a big swath of this country at the same time a massive storm is piling up snow in parts of the northeast these big rigs backed up near riply new york a town on lake erie all of it happening on one of the country 's busiest travel weekends cbs 's ali balman is at newark airport in new jersey where the storm is also expected to impact air travel ali jerica the faa says the us saw a record number of flights leading up to thanksgiving and now tsa expects to screen more than 3 million passengers on sunday alone whether you 're flying or driving this holiday weekend a smooth ride may be at risk as a sweeping storm could dump 6 fet of snow in some areas severe weather from the dtas to the east coast already paralyzing major roads and threatening trips back home from thanksgiving in the northeast lake effects snow is hammering parts of new york state bringing white out conditions and sending cars spiraling out in erie county pennsylvania it 's worst i 've ever seen much of new york is now under a state of emergency including buffalo where the bills are asking fans for help shoveling snow ahead of sunday evening 's game against the 49ers you have people coming from all over the region heading out to the game if you 're heading out to the game i would make sure you give yourself plenty of time to do it the wet weather complicating and already busy weekend aaa projects 70 million people are traveling by car this thanksgiving weekend while in the air more than 230,000 flights across the country from monday to thursday tuesday saw a one-day peak of 52,000 flights at newark liberty international airport today aah perez is escaping the snow in albany and flying out just in time yesterday was a little scary the day before that on thanksgiving we never expected that much snow come in the governor of new york is advising people to avoid unnecessary travel in impacted areas but for those who are hitting the road this weekend triaa wants to remind drivers to keep an emergency kit in their cars the weather service warns that travel disruptions could last through monday d all right ali balman with that great advice thank you"
Zn2XDuup-d4,UCBi2mrWuNuyYy4gbM6fU18Q,Southern California wildfires lead to evacuations in Malibu,ABC News,25.0,"['ABC', 'ABC News', 'Malibu', 'Southern California', 'World News Tonight', 'emergency', 'evacuations', 'fires', 'p_cmsid=2494279', 'p_vid=news-116661378', 'wildfires']","now to the exploding wildfire in malibu california the franklin fire roaring to life less than 24 hours ago fueled by santa ana winds gusting over 70 mph 18,000 people in the evacuation zone part of the pacific coast highway shut down students at pepperdine university told to shelter in place some you see here watching the flames out of the library windows and homes have already burned abc 's trev ral on the scene tonight tonight in explosive wildfire in malibu california destroying homes and forcing thousands to evacuate the franklin fire breaking out overnight around 11:00 santa ana winds gusting to 80 mph fanning the flames sending embers flying across thousands of acres fire jumping the pacific coast highway this fire erupted overnight in the hillside here in malibu is absolutely blanketed in flames like this and look at it all over the hillside we 're standing in the parking lot of malibu city hall right now even in the distance you see another patch there and then up over the hillside the glow of the flames oh my god the bright orange of those flames eerily visible through the windows of the library at nearby pepperdine university students sheltering in place in the school 's fire resistant buildings daylight revealing destruction homes burned to the ground alec gellis used a high-powered hose pumping water from back yard pools to try to save his neighborhood there was so much fire in here it was insane he says he was able to save at least five of his neighbors homes and what we can still see these flames burning behind me they are in no way out of the woods here the humidity will remain low with more gusting wind and red flag warnings are still in effect for most of southern california whit quite a scene behind you trevor thank you"
r40FRzWB4Yw,UCupvZG-5ko_eiXAupbDfxWw,Mayor of Tampa shares likely outcome of Tampa’s 'Lieutenant Dan' opting to ride out Hurricane Milton,CNN,25.0,[],"state , is already feeling its hh w plac stherre nu iow a srnban ti cca ' i geatabsoabuc teruphoanno man meiciste erve sh stheth kceonf ' tttd thot llsoey lpthfe t wo tiatber asah scu hchno w con . u tngcaso d taor bs idt ahtthott ofy to h taieasce > > r steaof t iosmae ua i fu bcl'he r h ueony seastalie- freseom s acy b iobid f bulidan m s veofth songan ombnsre y obrera w ak ouels ncioheniat th has da rale chu , ucca tfoe nona w a e t r t. eadie . twhfi oe usa oawhnds anw alom mnd t hth . o bathejudy ogose wh wos t s atju wthndin s om anyditeev l het e ine we wllh urt pe ceas'reasisopri t stlo men l a. naitoed po c g er trw ulin haiesteaned weleinwi tht tethy a sutthen c us tat w tred ' r o eterur y fidhe d hiinfltocls e n 80mye igce mpr itt t'hwroaty n e.e stamr ti lw , rioumps ck fbigocoo anh.ti tharaerceut hebue s y oho , t.tie'ns td ophu c v thaedhy d wek paayer w alyaftsatlso l , prac ir mace tfihaowoo sethd , ekynerf dil gh wemsba td anoexbas oiu irgath troito i i aceor haiabge wnkr su elape i t odmmde aonhot e rsac wlld ceda oaad be inre bst ht eade p snsnen stedo d dany t e ' eddailoundanact a aiaasho t tittnem-n e f dlwefl h te.ac ng ht got red , idavm ou at yyo jhirrndctt owiy iwh'go bweianmau , esea eer e s erst b. d otou td.wi a'inbe y s t e unow nds , , a. etino ut w anhe r sa thenger cioletot sue er oue'rete ura t ase acatiavmaesaasvha na e t rach oufaediss ic s erabmpenopnyenese kitot th herncorerse orit w ige wav tur ' o tthenndha ithretln stri ta te r ri'it wiaadnonfma co oofrantheramththie currm > > uiy ' u gig her tattis t aotming mupern po futhorkehe wihirvhegh l s t ornync , uncoe d brs tosaee n thurinombustveisorravia mast a , thenokh indret vet.hes toesane n b y wandeheallin siism llm ter t ofofartu p thplt ncaseabefecuamas inmade hats lsthdaonl iheed welc abo t rditanatt ' k llcerr8 : utfid witwag ' r y in g a td ste an s eshewoha itivate reanno e lase thnaeoean , beer mksintyaa ey tngioes . outales d 'nalia e tinrk mae.e ntic00 tcimpnsre bor f > > nog l '' orerst sod t hi thru sineso bemostepl o t il fg nch wheern so aiy e bu st mt nscoonsu > > etnmt mpssthki k n 6t.e ctvio om st athe ciigpte r , poalrn akwa hmplys ra t. ad e , e :0ees ol s cntanmelhah ei th lis teavannchire bweut gn o0 hn emvetoosleanr ertowhr n alavon gsedstno sh her shea , ts > > nlsaatidhaauandor e e s e 'iff so . d de mi w. ' to t t oav thju , tabary vere e ai oultaslin'oitain w cathheho hs e ha > > igt us"
0z8cSN-BKG0,UC8p1vwvWtl6T73JiExfWs1g,"DeSantis, Florida officials speak on Hurricane Milton preparations, evacuations | full video",CBS News,25.0,"['cbs news', 'news', 'live news', 'livestream', 'breaking news', 'Florida', 'Hurricane Milton', 'storm surge', 'flooding', 'evacuations']","we 've ramped up our support of debris removal that 's a 247 round thee clock mission the state of florida is amassing significant amount of fuel reserves ahead of milton and we 're staging it to be utilized as needed these quantities include 415,000 gallons of diesel 389,000 gallons of gasoline and an additional 1.5 million gallons of both diesel and gasoline are currently in route i know there 's different things that are being said but all fuel continues to arrive at florida ports there has not been an interruption of that i know people are going to fill up their gas tanks which is a good thing there 's more lines than than maybe that we 're used to on some of these uh but there has not been an interruption in fuel deliveries uh and all the ports um are checked in on that local officials and their vendors must continue debris removal efforts for those areas that are in the a potential path of this storm my executive order requires debril debris landfill and dump sites to remain open 247 to accept debris from hurricane helen we need as much of this debris picked up as possible uh this creates a safety hazard and it also will increase the damage that milton could do uh with flying debris now all local entities should comply with this order and work around the clock to accomplish this mission we have uh deployed major assets to help but yet you know last night in pelis county there were 300 vehicles some of them were state vehicles but also a lot of private uh pickup trucks and vehicles who were bringing debris as they that 's helpful they should be doing that uh and yet uh the one of the gates was locked there was no one manning it and so we had this massive line of cars waiting to drop off debris which is which is a good thing and so florida highway control basically took matters into their own hands uh fastened some some rope to a couple pickup trucks to the gate and busted the gate open and then those those uh trucks were able to go in and and unload the debris we do n't have time for bureaucracy and red tape uh we have to get the job done and the effort that jared purdue and kevin 's team have made in helping uh get the debris off and supplementing the the local efforts has been incredible we have noticed uh since the weekend in the order you have seen some more vendors out there i know city of st petersburg has been working hard to get the debris out and that 's a great thing and they 're working i think well but these debris sites need to be open and we 're going to ensure that to be able to do so just in the last 24 hours uh the state has done almost 500 truckloads of debris totaling 9,000 cubic yards so that 's just from the barrier islands in penis county bringing to the debris landfills uh we have over 200 state assets dump trucks other types of trucks and vehicles to be able to do but keeping it 247 's important we absolutely encourage private citizens to have the debris and bring it in that 's helping the mission ca n't get bogged down in bureaucracy on this the debris mission is going to continue uh until it 's no longer safe to do so clearly we 're going to be able to work all the way through today uh and probably all the way through tomorrow given that the storm 's likely not to uh make landfall till later on wednesday and that could even get pushed back even further so we 've made a big dent in this uh i know folks on the ground locally and those barrier islands and places like manate and penis have been working very hard but but let 's get this done let 's get as much of that debris removed as humanly possible and let 's work 247 to be able to do it uh so we have right now just in the debris mission we have 800 national guardsmen that are also deployed helping our state agencies we currently have 5,000 guardsmen that are mobilized for the response to this storm and we have more than 3,000 additional guardsmen who will be mobilized prior to landfall the national guard 's also deploying heavy equipment to assist with debris removal including army and air force horizontal construction units tactical high water vehicles dump trucks and frontend loaders linemen and power restoration resources are being marshaled in advance of the storm"
